transcript,index,de,dgs,mouth
1413703,146,Die besser Hörenden sind aber viel mehr.,"['$INDEX1', 'HÖREND1A*', 'NUTZEN1^', '$GEST-OFF^']",[]
1413703,147,"Als ich in der Leichtathletik die Sportler betrachtete, stellte ich fest, dass mehr als die Hälfte von denen nur sprach und nicht gebärdete.","['$GEST-OFF^*', '$GEST-OFF^*', 'WENN1A', 'LEICHTATHLETIK1', 'ICH1', 'ZUSCHAUEN3', 'HALB1A', 'ALLE1A', 'SPRECHEN5A', 'GEBÄRDEN1A*', '||KANN1*', '||ALLE1B']","['we{nn}', '{leicht}athlet{ik}', 'halb', 'kann nicht']"
1413703,148,"Ich beobachtete, wie sie die ganze Zeit miteinander über die Lautsprache kommunizierten.","['||TEIL3B', '||DEUTSCH1', '||EINIGE1*', '||WIMMELN1*', 'MEHR1', 'SPRECHEN5A*', 'ICH1', 'SCHAUEN3', 'GEWESEN1', 'ICH1', 'SPRECHEN1B*', 'SPRECHEN2*', '||$INDEX1']","['deutsch', '[MG]', '[MG]', 'mehr', '[MG]', 'gewese{n}', '[MG]', '[MG]', '[MG]']"
1413703,149,Sie konnten dabei auch telefonieren.,"['AUCH3A', 'AUCH3A', 'EINIGE2', 'TELEFON1*', 'EINIGE2', 'TELEFON1*', '$GEST-AUFMERKSAMKEIT1^*', 'TELEFON1*']","['auch', 'auch', '[MG]', '[MG]']"
1413703,150,Solche Leute sollten nicht als gehörlos anerkannt werden.,"['ANERKENNEN1', 'FÜR1', 'TAUB-GEHÖRLOS1A', 'NEIN2A']","['an{erkennen}', 'für', 'gehörlos', 'nein']"
1413703,151,"Wer nicht telefonieren kann, kann gerne mitmachen.","['TELEFON1*', 'KANN1*', '$GEST-NM-KOPFNICKEN1^', 'KOMMEN-AUFFORDERN1']","['wer', 'kann nicht', '[MG]']"
1413703,152,"Wer unterwegs einfach so telefonieren kann, soll zu den Hörenden gehen und für die Gehörlosenmeisterschaft nicht zugelassen werden.","['KANN1', 'AUFNEHMEN-TELEFON1*', 'STIMMT1^', '$INDEX1*', 'GEHÖREN1^', 'HÖREND1A*', 'GEHÖREN1', 'FÜR1', 'TAUB-GEHÖRLOS1A', 'MEISTERSCHAFT1*', 'NICHT3A']","['[MG]', 'hören', 'für', 'gehörlosenmeisterschaft']"
1413703,153,Wer ein Hörgerät trug und damit auch telefonieren konnte.,"['HÖRGERÄT2', '$GEST-AUFMERKSAMKEIT1^', '$GEST-AUFMERKSAMKEIT1^', 'HÖRGERÄT1', 'HÖRGERÄT1', 'OHR1^', 'TELEFONIEREN1*', '||KANN1']","['hörgerät', 'an', 'telefon', 'kann']"
1413703,154,"Ein Amerikaner zum Beispiel hatte beim Kugelstoßen und Diskuswerfen 2 Goldmedaillen gewonnen und war ein richtiger Hüne, richtig stark und ca. 2 Meter groß.","['$INDEX1', 'GEWESEN1*', 'AMERIKA1', '$INDEX1', 'OLYMPIA1', 'SIEGEN1', 'KUGELSTOSSEN1', '$LIST1:2of2d*', 'DISKUSWERFEN1*', 'GEWINNEN1', '$NUM-EINER1A:2', 'MEDAILLE1B*', '$PROD*', 'STARK2B', 'HOCHHAUS1^*', 'SAGEN1*', '$NUM-EINER1A:2', 'MESSEN1B^*', 'UNGEFÄHR2^*', 'MUSKELPAKET1', 'STARK2B']","['aber', 'gewesen', 'am{erika}', 'olympiasieger', 'kugel', 'zwei', 'goldmedaillen', 'zwei', 'meter']"
1413703,155,"Ich fragte ihn, ob er sich mit mir fotografieren lassen könnte.","['ICH1', '$INDEX1', 'ICH2', '$GEST-AUFMERKSAMKEIT1^*', 'ICH2', 'BITTE2*', 'FOTO1', 'BEIDE2B*']","['[MG]', '[MG]', '[MG]', '[MG]']"
1413703,156,"Er verstand mich nicht so recht, ich musste ihm das durch vereinfachte Gesten mitteilen.","['GEBÄRDEN1A', 'VERSTEHEN1*', 'ICH2', 'FOTO1', 'ICH2', 'FOTO1*', 'ICH1', 'GEBÄRDEN1A', '$INDEX1', 'GUT3*']","['versteh nicht', '[MG]', '[MG]']"
1413703,157,"Er konnte nicht gebärden, sich nur etwas mit Gesten verständigen.","['$INDEX1', 'GEBÄRDEN1A', 'KANN2A*', 'ABER1^*', 'GEBÄRDEN1A*', '||ICH1']","['ab{er}', 'erst']"
1413703,158,Das ist doch enttäuschend.,"['ENTTÄUSCHT5*', 'GEBÄRDEN1D*', 'ENTTÄUSCHT5*']",[]
1413703,159,Es sollte eigentlich ganz locker und offen gebärdet und nicht einfach so drauf los gesprochen werden.,"['GEBÄRDEN1D', 'LOCKER1*', 'TOLERANT1*', 'TAUB-GEHÖRLOS1A', 'GLEICH2*', 'GEBÄRDEN1D*', 'SCHWERHÖRIG1*', 'SPRECHEN6*']","['locker', '[MG]', '[MG]', '[MG]']"
1413703,160,Die Schwerhörigen haben die Gehörlosen verdrängt.,"['HÖREND1A*', '||$INDEX1', 'HÖREND1A*', 'SCHWERHÖRIG1*', 'SELBST2*', 'TAUB-GEHÖRLOS1B', '$INDEX1', '||KLAUEN1', '$GEST-OFF^*', 'KOMMEN1*', '$GEST-OFF^', '$GEST-ABWINKEN1^']","['[MG]', '[MG]', 'klauen', '[MG]']"
1413703,161,"In der Zukunft wird es bei den Deaflympics keine Gehörlosen mehr geben, alle sprechen und haben ein CI.","['ZUKUNFT1A', 'DEAF-INTS1', 'OLYMPIA1', 'WIE4A*', 'HÖREND1A*', 'SPRECHEN5A*', 'ALLE1A', 'CI1', 'ALLE2A', '$GEST-ICH-WEISS-NICHT1^']","['zukunft', 'deaflympics', '[MG]', 'sprechen', 'alle', '[MG]']"
1413703,162,"Später wird es verstärkt vorkommen, dass die olympischen Spiele komplett ausfallen werden.","['SPÄTER3*', 'JETZT1', 'MEHR3', 'DANN7', 'OLYMPIA1', '$INDEX1', 'AUSFALLEN1*']","['später', 'jetzt', 'mehr mehr', 'dann', 'olympia', 'fällt aus warum']"
1413703,163,"Wie kürzlich auch die ausgefallenen Winterspiele, vom C-I-S-S, mal sehen was bei den nächsten passiert.","['DURCH2A', 'VOR-KURZEM1*', 'SKI1', 'SAGEN2A*', 'AUSFALLEN1*', '$ALPHA1:C-I*', 'AUSFALLEN1*', 'KOMMEN1*', 'DANN1A*']","['durch', '[MG]', 'ski', 'fällt aus', 'c-i-s-s', 'aus', 'kommt', '[MG]']"
1413703,164,"Und die in Athen, in Griechenland, werden wegen der Korruption wohl auch nicht stattfinden.","['$INDEX1', 'OLYMPIA1', '$INDEX1', 'SITZEN1A^*', 'GRIECHENLAND5', '$INDEX1', 'GELD1A*', 'GELD1A', '$GEST-OFF^*']","['olympia', 'athen', 'griechenland', 'korruption korrpution', '[MG]']"
1413703,165,Am 15. September soll darüber entschieden werden.,"['BALD2', '$NUM-TEEN1:5', 'SEPTEMBER3*', 'ENTSCHEIDEN1A*', 'BERATUNG1*', '$NUM-TEEN1:5', 'SEPTEMBER3*', '$INDEX1', '$GEST-AUFMERKSAMKEIT1^', 'BALD2', '$NUM-TEEN1:5', 'SEPTEMBER3*', 'ENTSCHEIDEN1A*', 'DORT1', 'RICHTIG1A*', 'LAND3C']","['fünfzehn', 'september', 'entscheiden', 'fünfzehn', 's{eptember}', 'fünfzehn', 'september', 'entscheiden', 'griechenland']"
1413703,166,"Wenn es dort doch nicht klappen wird, dann wird Kanada, Südkorea oder Ungarn übernehmen und dort würde mein Onkel das organisieren.","['||WENN1A', '$INDEX1', '$GEST-OFF^', '$INDEX1', 'AUFGEBEN1', 'ÜBERNEHMEN1*', '||$NUM-EINER1A:1d', 'KANADA2*', '$INDEX1*', '$LIST1:2of2d', 'SÜDEN1B*', 'KOREA1*', '$LIST1:3of3d', 'SEELE4^*', 'ICH1', 'ONKEL1A', 'ORGANISIEREN2A', '$INDEX1']","['[MG]', '[MG]', 'kanada', 'südkorea', 'ungarn', 'onkel']"
1413703,167,Zwischen den dreien wird sich dann entschieden.,"['$LIST1:3of3d', 'ALLE2C*', 'ENTSCHEIDEN1A', '||$NUM-EINER1A:3d']",[]
1413703,168,"Wenn sie sich am 15. September doch für Griechenland entscheiden sollten, dann ist es halt okay.","['$INDEX1', '||$INDEX2', '||NICHTS-DAZU-SAGEN1', '||NEIN3B^']","['ja', '[MG]']"
1413703,169,"Wenn nicht, dann freue ich mich darüber. Und ich hoffe, dass sich für eins der anderen Länder entschieden wird.","['WEG-ENTFERNEN1B', 'HURRA3', 'ICH2', 'HOFFEN1A', 'ANDERS2', '||$INDEX1']","['[MG]', 'hoffe', 'andere']"
1413703,170,"Südkorea wird nicht den Zuschlag bekommen, weil die olympischen Spiele schon kürzlich in Taipeh im asiatischen Raum stattfanden und es nicht noch mal dort sein wird.","['$INDEX1', 'SÜDEN1B', 'KOREA1*', '$INDEX1', 'SCHON1A*', '$NUM-JAHR-VOR-JETZT1:4', 'TAIPEH1*', '||$INDEX1', 'GEWESEN1*', 'ASIEN1*', 'BEREICH1A*', 'NOCHMAL2C*', '||NEIN1B']","['südkorea', 'taipeh', 'gewesen', 'asien', 'noch mal', '[MG]']"
1413703,171,Kanada wäre gut. Ob die Organisation dort gut läuft?,"['$INDEX1', 'NICHT3B*', 'IN1', 'KANADA2*', '$GEST-OFF^*', 'KANADA2*', '$GEST-OFF^*', 'ORGANISIEREN2A', 'ABLAUF1A', 'GUT1', '$GEST-OFF^*']","['kanada kanada', 'kanada', 'organisation', 'läuft']"
1413703,172,Dann wohl in Kanada oder/,"['KANADA2*||$INDEX1', 'ODER4B*', 'KANADA2*', '||$INDEX1*']",['kanada']
1413703,173,Die hätten alles bereits fertig vorbereitet und wollten es gerne übernehmen.,"['||$INDEX1', 'SAGEN1*', 'ALLES1A*', 'FERTIG1A', 'OLYMPIA1', 'STADION1*', 'FERTIG1B*', '||ALLES2', 'FERTIG1B', '||$INDEX1', 'WOLLEN2||$INDEX1', 'ÜBERNEHMEN1*', '$GEST-OFF^']","['[MG]', 'alles', 'fertig', 'fertig', 'will']"
1413703,174,Warten wir die Entscheidung am kommenden 15. September ab.,"['SCHAUEN1', '$INDEX1', '$NUM-TEEN1:5', 'SEPTEMBER3', 'ENTSCHEIDEN1A*', '$GEST-OFF^*', '||$GEST-OFF^*']","['fünfzehn', 'september', 'entscheidung']"
1413703,175,Am 15. September müssen alle Mitgliedsverbände jeweils dafür stimmen.,"['$NUM-TEEN1:5', 'SEPTEMBER3*', 'ENTSCHEIDEN1B*', 'MUSS1', 'SELBST2^*', '$GEST-NM-SCHULTERZUCKEN1^', '$GEST-NM-KOPFNICKEN1^', 'VERBAND1B']","['fünfzehn', 'september', 'entscheiden', 'muss', 'jeder', '[MG]', 'verband']"
1413703,176,"Ja, die vom I-C-S-D, sie werden dann zusammenkommen.","['ENTSCHEIDEN1A', '$INDEX1', 'VERSAMMLUNG1*', '$INDEX1', 'OLYMPIA1', '$ALPHA1:C-#', 'MASSE-PERSON-AKTIV1*', '$INDEX1']","['olympia', 'i-c-s-d']"
1413703,177,Der C-I-S-S kommt zusammen.,"['$ALPHA1:C-I-#', 'MASSE-PERSON-AKTIV1']",['c-i-s-s']
1413703,178,Mal sehen.,['$GEST-OFF^*'],[]
1413703,179,"Sie prüfen nun genauer, denn kürzlich soll in der Slowakei ein Mann viel Geld unterschlagen haben. Es fehlten die Nachweise für etwa 2 Millionen.","['$INDEX1', 'PRÜFEN1', 'SICH-HERAUSREDEN2^', 'GLAUBEN2B*', 'KRISE1*', 'STIMMT1A*', 'FRÜHER1*||$INDEX1', 'SLOWAKEI2*', '$INDEX1', 'MANN1*', 'PERSON1', '$INDEX1', 'FANGEN1', 'KEIN1', 'BEWEIS1', '$INDEX1', '$NUM-EINER1A:2||$INDEX1', '$NUM-MILLION1*', 'UNTERSCHLAGEN1*', '$GEST-OFF^']","['kontrolle', 'stimmt nicht', 'slowakei', 'mann', 'kein', 'beweis', 'zwei millionen']"
1413703,180,"Sie haben intensiv danach gesucht, aber nichts gefunden.","['||$INDEX1*', 'UNTERSUCHUNG2A', '$INDEX1', 'FINDEN1B', '$GEST-OFF^']",['nicht gefunden']
1413703,181,Vielleicht war die Mafia dort mit im Spiel.,"['||$INDEX1', '||$INDEX1', '||$INDEX2', '||$INDEX1', 'VIELLEICHT3', '||$INDEX1', 'MAFIA1', 'SLOWAKEI2*', 'HAUPTSÄCHLICH1', 'MAFIA1', 'BEREICH1C', 'BASTELN1B^', '$INDEX1']","['vielleicht', 'mafia', 'slo{wakei}', '[MG]', 'mafia']"
1413703,182,Die waren sehr raffiniert.,['GESCHICKT1*'],['geschickt']
1413703,183,Die haben das abgezwackt.,['FÜHREN4^*'],[]
1413703,184,"Die Mafia wusste, bei all ihren Machenschaften mit den Banken, von Jaromír Ruda. Der saß bereits als Strafe in Haft.","['$GEST-AUFMERKSAMKEIT1^', 'MAFIA1*', 'VERLAUF1*', 'BANK-GELD1', 'VERBAND2A^', '$INDEX1*', 'BART6^*', '$ALPHA1:R-#-D*', 'FRÜHER1*', 'GEWESEN1*', 'GEFÄNGNIS3C', 'STRAFE1B', 'GEWESEN1*']","['mafia', 'bank', 'ru{da}', 'ruda', 'gewesen', 'strafe', 'gewesen']"
1413703,185,"Die Verantwortlichen für Veruntreuung des Geldes konnten so leicht auf ihn zeigen, sich aus der Affäre ziehen und ihn verantwortlich machen, da er ja schon im Gefängnis saß.","['$INDEX1||WISSEN2B', '||HAUPT1C^', '||PLÖTZLICH4', '||KLAUEN1*', '$GEST^', '$INDEX1', 'GEFÄNGNIS3C*', 'GEWESEN1*']","['[MG]', '[MG]', 'klau', 'gefängnis', 'gewesen']"
1413703,186,"Aber bei näherer Untersuchung kam heraus, dass es keine Beweise für seine Schuld gab.","['$INDEX1', 'KEIN2*', 'WIRKLICH2', 'KEIN2*', 'BEWEIS1', '$GEST-OFF^']","['kein', 'beweise']"
1413703,187,Die Ermittlungen dauern noch an.,"['$INDEX1*', 'WARTEN1C*', 'ES-LÄUFT1*', '$GEST-OFF^', '$GEST-OFF^*', 'MAL-SEHEN1', 'ES-LÄUFT1*', '$GEST-OFF^*']","['läuft', '[MG]']"
1413703,188,"Die von der Mafia waren ja geschickt, sie ließen sich im Voraus viel bezahlen und verschwanden einfach damit.","['JETZT1', 'MOMENT1', 'HOCH4A', 'GEFÄHRLICH1A', 'GESCHICKT1*', '$GEST-KOMM-HER-HER-DAMIT1B^', 'VORAUS1A*', '$INDEX1', 'GELD1A', 'SAMMELN1', 'VORAUS1A', 'SAMMELN3*', '$INDEX1', 'WEG-VERSCHWINDEN1']","['jetzt', 'im moment', 'hoch', 'mafia', 'geschickt', 'voraus voraus', 'voraus']"
1413703,189,"Es stellte sich raus, dass viele Gelder schon ausgezahlt wurden, ohne dass Reservierungen oder Buchungen wirklich vorgenommen worden waren.","['ERGEBNIS2*', 'SCHON1A', 'BEZAHLEN1', 'KEIN8*', 'BUCHEN1*', 'NEIN3B^*', 'WEG-VERSCHWINDEN1', '$GEST-OFF^']","['ergebnis', '[MG]', '[MG]', '[MG]', 'verloren']"
1413703,190,"Ja, das ganze Geld war einfach weg.","['DANN1A*', 'WEG-VERSCHWINDEN1', 'WO1A', 'WEGNEHMEN2*', '$GEST-OFF^', 'LEER1', 'WEG-VERSCHWINDEN1', '$GEST-OFF^']","['und dann', 'wo', '[MG]']"
1413703,191,Viele Bauten wurden nicht fertiggestellt.,"['BAU1', '$GEST-NM-KOPFSCHÜTTELN1^', 'LASSEN2D*']","['bau', '[MG]']"
1413703,192,Ich schämte mich sehr für die Slowakei.,"['ICH1', 'SELBST1A*', 'SLOWAKEI2', 'SCHAM4']",['slowakei']
1413703,193,"Viele sagten zu mir, ich sei als Slowake etwas diebisch, aber ich bin unschuldig.","['WISSEN1*', '||BESCHEID1A*', '||$INDEX1*', 'SLOWAKEI2*', '$INDEX1', 'SO1A', 'DIEBSTAHL1*', 'ICH1*', 'UNSCHULDIG1*', 'ICH2*', '$GEST-OFF^']","['slowake', 'so', 'unschuldig']"
1413703,194,Die Schuldigen waren andere.,"['UNSCHULDIG1*', '$INDEX1', '$INDEX1', '$INDEX2']",['unschuldig']
1413703,195,"Ja, die anderen.","['BEREICH1A*', '$GEST-OFF^']",['[MG]']
1413703,196,"Das hat ja nichts damit zu tun, ob eine Person aus der Slowakei kommt.","['$GEST-OFF^*', 'DURCH2A', 'PERSON1*', '$ORAL^', 'ZU-TUN-HABEN-MIT1*', '$GEST-OFF^*']","['durch', 'person', 'slowakei', 'nichts zu tun']"
1413703,197,"Wann ist es denn endlich vorbei. Ich könnt mal eine Pause brauchen, ich hab ganz schön Hunger. So lange kann ich auch nicht sitzen.","['ENDE1^*', 'PAUSE1||$PROD*', 'HUNGER3*', 'PAUSE1', 'ICH1', 'LANG-ZEIT1A', 'SITZEN1A*', 'KANN1*']","['pause', 'hunger', 'pause', 'lang', '[MG]']"
1413703,198,"Ich denke, noch 5 Minuten.","['PAUSE1', '||$PROD*', '$NUM-EINER1B:5', 'MINUTE1*', '$GEST-OFF^*']",['fünf']
1413703,199,Fährst du bald in den Urlaub?,"['DU1*', 'BALD2', 'URLAUB7*', 'FAHREN1*', 'DU1*']","['bald', 'urlaub']"
1413703,200,"Wenn ja, wohin denn?","['WO1A*', 'BEREICH1A^', 'DU1*', 'BALD2', 'DU1*']",['wo']
1413703,201,Ich?,['ICH1'],[]
1413703,202,"Ja, nach Tunesien.",['TUNESIEN-$KANDIDAT-BER19^'],['tunesien']
1413703,203,"Ah, Tunesien.","['GERN1', 'TUNESIEN-$KANDIDAT-BER19^', 'KOMMEN1^']",['tunesien']
1413703,204,Die Hauptstadt/,"['$INDEX1', '$WORTTEIL-HAUPT1B', 'STADT2*']",['hauptstadt']
1413703,205,Beim letzten Mal war ich in Griechenland.,"['LETZTE5', 'GRIECHENLAND5*', 'LETZTE5', 'GRIECHENLAND5']","['griechenland griechenland', 'griechenland']"
1413703,206,Dann auf Amrum und danach nach Tunesien.,"['WOHIN1^*', 'BALD2^', 'TUNESIEN-$KANDIDAT-BER19^*']","['amrum', 'tunesien tunesien']"
1413703,207,"Kürzlich gab es da Unruhen, fährst du trotzdem dorthin in den Urlaub?","['DIESE-ZEIT1', 'TAG-ZURÜCK1C^', 'WAR1', 'CHAOS1', 'DU1*', 'TROTZDEM2A', 'FAHREN3', '||$INDEX1', 'NOCH-NICHT2*', 'WIMMELN1^*']","['trotzdem', '[MG]']"
1413703,208,In Tunesien ist nichts.,"['TUNESIEN-$KANDIDAT-BER19^', '$GEST-OFF^*']",['tunesien']
1413703,209,In Syrien schon.,"['$ALPHA-SK:S*', '$INDEX1', '$INDEX-BEREICH1']",['syrien syrien']
1413703,210,"In den Reisewarnungen war Tunesien nicht dabei, also fahre ich dahin.","['TUNESIEN-$KANDIDAT-BER19^*', 'WER2', 'REISE1B*', 'WARNUNG1', 'LISTE1A*', '$INDEX1', 'KEIN5B', 'ICH2', 'RICHTUNG1^', 'FERTIG2', '$GEST-OFF^*']","['wer', 'reisewarnung', '[MG]', 'tunesien', '[MG]', '[MG]', 'fertig']"
1413703,211,Es ist immer das Gleiche in Europa. Ich wollte erst in Asien und Amerika Urlaub machen.,"['$INDEX1', 'GEFÜHL2^', '$INDEX-BEREICH1', '$INDEX1', 'DASSELBE5*', 'WOLLEN2*', '$GEST-OFF^*', 'AMERIKA4', 'UND2A*', 'ASIEN1', 'RICHTUNG3^*']","['europa', 'selbe', 'will', 'amerika', 'und', 'asien']"
1413703,212,"Für dieses Jahr ist mir das zu viel, aber das werde ich nächstes Jahr machen, 2012.","['ABER1', '$GEST-NM^', 'VIEL1A', 'NÄCHSTE1', 'JAHR1A', '$NUM-TAUSENDER1:2', '$NUM-TIPPEN1:2']","['zu viel', 'nächst', 'jahr', 'zweitausendzwölf']"
1413703,213,Das ist auch okay so.,['OKAY1A*'],['okay okay']
1413703,214,"Die Hauptstadt in Tunesien, nein, die zweitgrößte Stadt Sousse, da gibt es ein Bekleidungsgeschäft von einem gehörlosen Besitzer.","['$INDEX1', '$INDEX1', '$GEST-ÜBERLEGEN1^', '$INDEX1', 'TUNESIEN-$KANDIDAT-BER19^', '$INDEX1', '$WORTTEIL-HAUPT1B', 'STADT2', 'ACHTUNG1A^', '$NUM-ORD1:2*', 'STADT2', 'UNTEN5*', '$ALPHA1:#-O-#-E', '||$INDEX1', 'TAUB-GEHÖRLOS1A*', 'GESCHÄFT-ORT1*', 'VERKAUFEN1', 'KLEIDUNG1A*']","['tunesien', 'hauptstadt', 'zweite', 'stadt', 'sousse', 'geschäft']"
1413703,215,Weißt du davon?,"['WISSEN2A||$INDEX1', 'GEWESEN1*', '$GEST-NM-KOPFSCHÜTTELN1^*']",['weiß']
1413703,216,"Nein, davon weiß ich nichts.","['ICH2', 'NICHT1*', 'KEIN2^']","['weiß', 'nicht']"
1413703,217,"Wohin wirst du fliegen, in welche Stadt?","['WO1A', 'STADT2', 'FAHREN3', 'WO1A*', '$INDEX1']",['wo']
1413703,218,"Nach Sousse, südlich davon liegt (()).","['ICH1', '$INDEX1', '$ALPHA-SK:S', 'UNTEN5*', '$ALPHA-SK:S']",['sousse']
1413703,219,"Also, wenn du dort im Stadtzentrum bist/","['||$INDEX1', '$INDEX1', 'WENN1A', '$INDEX1', 'WENN1A', 'GEHEN2A*', 'ZENTRUM1B', 'VIERECK1^*']","['wenn', 'zenrum']"
1413703,220,??,['$ALPHA-SK:S'],[]
1413703,221,"Wenn du im Zentrum, auf dem Marktplatz bist, siehst du einen großen Platz, dort ist das T-Shirt Geschäft mit den T-Shirt Logos.","['ZENTRUM1B*', 'MARKT6', 'PLATZ6C', 'ZENTRUM1B*', '$PROD*', 'RECHTS1', '||FIRMA1A*', '||$INDEX1', 'KLEIDUNG1A*', 'AMT2^']","['markt', 'zentrum']"
1413703,222,"Am Strand? Nein, da an der Straße auf der rechten Seite.","['NAHE1^*', 'FLUSS1^', 'NEIN1A', 'STRASSE3*', 'GESCHÄFT-ORT1*', 'RECHTS1*', 'RUND13B^']","['am', 'strand', 'straße', 'geschäft', 'rechts', 'zentrum']"
1413703,223,"Nein, da im Zentrum, entlang des Randes, sind viele Geschäfte.","['$GEST-ÜBERLEGEN1^||$INDEX1', 'GESCHÄFT-ORT1', '$PROD*', '$PROD*', 'ZENTRUM1B*', 'BEREICH1D^*']","['geschäfte', 'zentrum']"
1413703,224,"Ja, genau wenn du dich rechts hältst, siehst du von weitem schon die alte Burg und das Museum.","['LAUFEN8*', '$PROD*', '||$INDEX1', 'BEREICH1D^*', 'LAUFEN8', '||SEHEN1*', '||UM-DIE-ECKE1*', 'ALT5B*', 'BURG2*', 'ALT5B', 'MUSEUM1']","['burg', 'alt', 'museum']"
1413703,225,"Weiter vorne, da ist dieses Geschäft.","['||UM-DIE-ECKE1', 'RECHTS1*', '||GERADEAUS1', '||VOR1A*', '||FIRMA1A*']",['[MG]']
1413703,226,Auf der rechten Seite ist das Geschäft von dem Gehörlosen.,"['RECHTS1*', 'TAUB-GEHÖRLOS1A', 'FIRMA1A']",[]
1413703,227,"Sie verkaufen dort bedruckte T-Shirts z.B. mit Elefanten drauf, Souvenirs und andere Sachen.","['KLEIDUNG2*', 'AMT2^', 'DRUCKEN-PAPIER1*', 'ELEFANT1', 'BROSCHE1A^', 'DENKEN1B', 'SCHENKEN2', '$PMS*', '$INDEX1', 'DENKEN1A', 'KUGEL1B^', 'GROSS3C']","['elefant', 'souvenir', 'denkmal']"
1413703,228,"Also, wenn du ins Zentrum gehst, halte dich einfach rechts und schon wirst du es finden.","['$INDEX1', 'SEHEN1*', 'RECHTS1*', 'FIRMA1A*', 'ERBLICKEN1*', '$INDEX1', 'SEHEN1*', 'PARALLEL1A^*', 'SEHEN1*', '$INDEX1||$INDEX1', 'KAUFEN1A', 'BESONDERS1A', 'KAUFEN1A', 'PLATZ6C', 'RUND13B^', '$INDEX1', 'RICHTUNG3*', 'RECHTS1', '||$PROD*']","['kauf', 'besonders', '[MG]']"
1413703,229,Wann warst du da?,"['WANN3*', 'DU1', 'WANN3*', 'DU1', 'WANN3*', 'DU1']","['wann', 'wann', 'wann']"
1413703,230,"Es ist schon länger her, ich glaube 2001.","['LANG-ZEIT5', 'LANG-ZEIT5', 'GLAUBEN2B*', '$NUM-TAUSENDER1:2', '$NUM-EINER1A:1', 'UNGEFÄHR1']","['[MG]', 'zweitausendeins']"
1413703,231,Das ist schon recht lange her.,['LANG-ZEIT5'],['schon lange']
1413703,232,Ob es dieses Geschäft noch gibt oder nicht?,"['HEUTE1', 'NOCH4A*', 'NICHT3B*', '$GEST-OFF^']","['heute', 'noch', 'nicht mehr']"
1413703,233,"Nein, es läuft da immer noch.","['$INDEX1*', 'DURCH1A', 'GESCHÄFT-ORT1*', 'ES-LÄUFT1', 'DURCH1A', '$GEST-OFF^']",['durch']
1413703,234,Haben die auch ein Gehörlosenzentrum?,"['UND3*', 'TAUB-GEHÖRLOS1A', 'ZENTRUM1A', 'DA1']","['und', 'gehörlosenzentrum', 'da']"
1413703,235,Ein Gehörlosenzentrum?,"['TAUB-GEHÖRLOS1A*', 'ZENTRUM1A*']",[]
1413703,236,"Ich war nicht da, weil es Weihnachten war.","['ICH2', 'KEIN8', 'ICH2', 'WEIHNACHTEN4B']","['[MG]', '[MG]', 'weihnachten']"
1413703,237,Vieles war dort geschlossen.,"['GESCHLOSSEN1', 'ICH1', 'KEIN8*', 'NEIN1B']","['zu', '[MG]']"
1413703,238,"Dieser gehörlose Inhaber hatte mich bei sich eingeladen, da war auch sein gehörloser Bruder.","['||ICH1', '||TAUB-GEHÖRLOS1A', '$INDEX1', 'GESCHÄFT-ORT1*', '||$INDEX1', 'ICH2', 'EINLADEN2*', 'ICH2', 'BESUCHEN1B*', '$INDEX1', 'SEIN-IHR1*', 'BRUDER1A', 'TAUB-GEHÖRLOS1A', 'WIMMELN1']","['[MG]', 'bruder']"
1413703,239,Hattest du da Kontakt zum Gehörlosenzentrum?,"['$INDEX1', 'TAUB-GEHÖRLOS1A', 'ZENTRUM1A*', 'VORBEIGEHEN-AN-ETWAS1*', 'ZUSAMMENHANG3', 'NICHT6*', 'ZUSAMMENHANG3', '$GEST-OFF^']",['gehörlosenzentrum']
1413703,240,"Nein, das hatte ich nicht.","['ACHTUNG1A^', 'ZUSAMMENHANG3*', 'NICHT5', 'ICH2']",['[MG]']
1413703,241,Kannst ja einfach mal im Internet nachschauen.,"['DU1', 'INTERNET1A*', 'SEHEN-AUF5*', 'TAUB-GEHÖRLOS1A', 'INTERNET1A*', '$INDEX1']","['internet', '[MG]']"
1413703,242,Dann wohl im Internet.,"['ICH2*', '$GEST-OFF^*', 'INTERNET1A*', 'KOMMEN2^*']",['internet internet internet']
1413703,243,"Also ich konnte bei ihm viele Sachen günstig erstehen, denn ich war gehörlos und bekam von ihm Rabatte.","['$INDEX1', 'KENNEN1A*', '$INDEX1', 'KLEIDUNG1A*', 'AMT2^', '$INDEX1', 'ICH2', 'TAUB-GEHÖRLOS1A*', '$INDEX1', 'ICH2', 'PROZENT7*', 'WENIGER-WERDEN1^*', 'VORTEIL1*', 'WENIGER-WERDEN1^*', 'EINKAUFEN1', 'MENGE1A*', 'KLEIDUNG1A', 'ICH2']","['kenn', 'prozent', '[MG]']"
1413703,244,Die Qualität ist bestimmt nicht so gut.,"['$GEST-NM-KOPFSCHÜTTELN1^', 'NICHT3A*', 'KLEIDUNG1A', 'NICHT3B*', 'QUALITÄT1B', 'KLEIDUNG1A', 'NICHT4*', 'QUALITÄT1B*']","['aber', 'nicht', 'qualität', 'nicht', 'qualität', '[MG] nicht', 'qualität']"
1413703,245,Ich wollte ja etwas als Erinnerung von dort haben.,"['||$INDEX1', 'DENKEN1B', '$PROD*', 'BROSCHE1A^', '$GEST-ICH-WEISS-NICHT1^', '||$GEST-OFF^*']","['denkmal', 'sousse', '[MG]']"
